position_1based,learned_profile,sim_coverage,holdout_coverage
11770,4.0072307088799084e-05,31350.0,60828.0
11771,4.12910186877434e-05,32583.0,62283.0
11772,4.165141093696099e-05,32581.0,62845.0
11773,4.203345219054855e-05,33023.0,62990.0
11774,4.2136603329017196e-05,32905.0,63156.0
11775,4.468991237382738e-05,34657.0,66792.0
11776,4.467272051741594e-05,35375.0,66808.0
11777,4.5265521195899306e-05,35709.0,67388.0
11778,4.780736900310186e-05,37341.0,70811.0
11779,4.8868806952652635e-05,38225.0,72256.0
11780,4.9795256992602465e-05,39454.0,73680.0
11781,5.0705788646986146e-05,39707.0,74638.0
11782,5.160676927003014e-05,40400.0,75758.0
11783,5.303433008760232e-05,41615.0,78035.0
11784,5.379331871139627e-05,41987.0,78754.0
11785,5.4060110853484914e-05,42303.0,79144.0
11786,5.4944536355540115e-05,42891.0,79918.0
11787,5.511963859676775e-05,43266.0,79972.0
11788,5.6913322282361336e-05,44812.0,82807.0
11789,5.7737257919265175e-05,45204.0,83759.0
11790,5.806135624939195e-05,45737.0,83904.0
11791,5.920748001015463e-05,46887.0,85620.0
11792,5.95729661427534e-05,46700.0,85896.0
11793,6.13488212365129e-05,48245.0,87572.0
11794,6.219822629032257e-05,48579.0,88398.0
11795,6.552962602160608e-05,51303.0,92086.0
11796,6.771108157959105e-05,53148.0,95872.0
11797,6.901575246059256e-05,54250.0,97745.0
11798,7.111888956159208e-05,55810.0,100333.0
11799,7.148564916503614e-05,56227.0,100529.0
11800,7.238344611096691e-05,57097.0,101480.0
11801,7.717233322468695e-05,60662.0,108021.0
11802,7.901058838986576e-05,62185.0,110870.0
11803,8.203189797032072e-05,64856.0,114362.0
11804,8.392618585269236e-05,65667.0,116713.0
11805,8.566829396905162e-05,66820.0,118853.0
11806,8.695258931652847e-05,68100.0,120398.0
11807,8.71665324185375e-05,68594.0,120816.0
11808,8.978351500561228e-05,70411.0,125362.0
11809,9.009997251066731e-05,70717.0,126236.0
11810,9.110983489098377e-05,70745.0,127622.0
11811,9.033938502958218e-05,70886.0,126501.0
11812,8.968545775052481e-05,70204.0,127366.0
11813,9.500219852961835e-05,74781.0,130361.0
11814,9.639219195725441e-05,75297.0,132293.0
11815,0.0001000101226287286,78425.0,138076.0
11816,0.00010144405080052724,79293.0,140653.0
11817,0.00010314668132068245,80881.0,142750.0
11818,0.00010347523679876776,81207.0,142865.0
11819,0.00010430299284820748,82393.0,143312.0
11820,0.00010470095248736118,82592.0,143843.0
11821,0.00010750768223038445,84417.0,146232.0
11822,0.00010901738191747795,85706.0,148593.0
11823,0.00011044685294131807,86833.0,150693.0
11824,0.00011223162233099462,88386.0,152757.0
11825,0.00011624814937704516,90852.0,157958.0
11826,0.00011907016077021193,93475.0,162538.0
11827,0.0001223971033535369,95909.0,168974.0
11828,0.00012344453312378948,97341.0,170237.0
11829,0.00012402650930008787,96946.0,170765.0
11830,0.00012594754007021064,98441.0,172824.0
11831,0.00012815319157425615,100483.0,174372.0
11832,0.0001338997287636357,105567.0,181360.0
11833,0.00013750619819750224,107909.0,188238.0
11834,0.00013910313063749823,109396.0,190267.0
11835,0.0001403307565323596,110913.0,191398.0
11836,0.0001411667901422937,110789.0,192001.0
11837,0.0001481339491368855,116399.0,204776.0
11838,0.00014851471691962776,116921.0,205596.0
11839,0.00014993145323501496,117549.0,206127.0
11840,0.00015262802774992047,119675.0,210537.0
11841,0.00015466940151492333,121487.0,213454.0
11842,0.00015929592109586868,125599.0,218025.0
11843,0.00016366647303691034,128447.0,223729.0
11844,0.00016685779097521178,130833.0,229210.0
11845,0.00016693674616761987,130735.0,229773.0
11846,0.00016971163913951084,132690.0,232160.0
11847,0.00017566702554751824,137830.0,242148.0
11848,0.00018098886020999293,142369.0,250681.0
11849,0.00018398788405065528,144832.0,254796.0
11850,0.00018529764881503795,145712.0,256163.0
11851,0.0001884838728699582,147645.0,262234.0
11852,0.00019313713533865466,150948.0,269207.0
11853,0.000195512158465124,153270.0,273224.0
11854,0.0001949518312931956,153472.0,272909.0
11855,0.00019704923777539129,154173.0,274715.0
11856,0.00019952613856948396,156457.0,276020.0
11857,0.00021237291245678827,166853.0,298318.0
11858,0.000217836739118513,170524.0,309538.0
11859,0.0002193795490475841,171946.0,311665.0
11860,0.00021992332109852373,173201.0,313251.0
11861,0.0002250394902194838,176146.0,321081.0
11862,0.00022849186968107004,178843.0,327156.0
11863,0.00023166217535042414,180476.0,332586.0
11864,0.0002324351721535163,182552.0,334243.0
11865,0.00023412315775895066,183762.0,335492.0
11866,0.00023289744207035724,181205.0,333033.0
11867,0.00023593721697806892,185163.0,336024.0
11868,0.00023902729398416964,187168.0,340444.0
11869,0.00024794541031374854,195405.0,352425.0
11870,0.000253377400204341,198322.0,362283.0
11871,0.0002578842135258289,202142.0,373341.0
11872,0.00025878901456140877,203066.0,375527.0
11873,0.00025891381470424736,203280.0,375646.0
11874,0.00026082529444303046,204149.0,379291.0
11875,0.0002627068476169492,206084.0,383780.0
11876,0.0002653448424729713,208315.0,387054.0
11877,0.000266807423738789,209341.0,390372.0
11878,0.0002683903479994868,210700.0,393094.0
11879,0.00027092519171704023,213020.0,394552.0
11880,0.0002721273481949958,214141.0,395804.0
11881,0.0002742737833047352,215267.0,399609.0
11882,0.00027766694637201535,218059.0,406080.0
11883,0.000281496273203808,221128.0,410004.0
11884,0.00028231065780937216,221762.0,413270.0
11885,0.00028602282532339793,224464.0,420717.0
11886,0.0002861915602103991,223490.0,422291.0
11887,0.00029634239631822054,232670.0,436546.0
11888,0.00030079508712878354,236867.0,445021.0
11889,0.00030698542890774733,240964.0,454913.0
11890,0.0003101181671871653,243403.0,460264.0
11891,0.0003163314314413443,248808.0,471829.0
11892,0.0003130102194768231,245459.0,467567.0
11893,0.0003168414565148837,247820.0,473072.0
11894,0.0003186466014380849,249387.0,476188.0
11895,0.0003218990459769603,253659.0,482331.0
11896,0.00032822501240094764,257511.0,496362.0
11897,0.0003277996731386202,256595.0,496514.0
11898,0.0003319008859958826,260114.0,503080.0
11899,0.0003324503886656261,260752.0,502981.0
11900,0.00033884512251525917,266151.0,513000.0
11901,0.000340314707870726,266426.0,514164.0
11902,0.00034788549204598613,272941.0,524310.0
11903,0.00035566576217529674,279468.0,542906.0
11904,0.0003569456003748151,279211.0,545149.0
11905,0.0003612836788093018,282883.0,548859.0
11906,0.00036400572274111314,285520.0,554416.0
11907,0.0003649168911309195,287501.0,556308.0
11908,0.0003688137119175126,288813.0,562173.0
11909,0.00037593559761980736,295397.0,572130.0
11910,0.00038716824721070424,304281.0,595750.0
11911,0.0003916425870256372,306966.0,604020.0
11912,0.00039160565637112374,307521.0,606302.0
11913,0.00039244678386443903,307743.0,607404.0
11914,0.00039938019588163054,313101.0,619691.0
11915,0.0003990261709866394,314467.0,620094.0
11916,0.00039621753103734824,311394.0,617081.0
11917,0.0003996323431089983,312332.0,623195.0
11918,0.00040248237086076155,315504.0,626080.0
11919,0.0004082620182921187,321177.0,634913.0
11920,0.00041465802561259704,324549.0,644896.0
11921,0.0004180346335588884,326699.0,649414.0
11922,0.00042252489175938755,330586.0,659593.0
11923,0.0004275207178854675,335888.0,673328.0
11924,0.0004262326021254548,333765.0,669504.0
11925,0.00043611027873696116,341830.0,689405.0
11926,0.0004400268383216563,344665.0,696820.0
11927,0.00044282974765214364,347493.0,701577.0
11928,0.00044062409614809814,345282.0,699873.0
11929,0.00044443750459432466,347918.0,707705.0
11930,0.0004450742400169706,348254.0,711736.0
11931,0.00044633815983092276,349963.0,714395.0
11932,0.00044865842371104455,352152.0,721005.0
11933,0.00044574726935870735,350058.0,718667.0
11934,0.00044655847028715823,350164.0,721374.0
11935,0.0004452219626350244,350026.0,721076.0
11936,0.0004513626390510218,354806.0,736851.0
11937,0.0004500248579280427,353764.0,736255.0
11938,0.0004493645632947589,352255.0,737815.0
11939,0.0004474199733139982,351299.0,736778.0
11940,0.0004471022423380979,350661.0,734943.0
11941,0.00044818596602744123,351970.0,737273.0
11942,0.000448756480966132,351356.0,738835.0
11943,0.00044686219308376037,351689.0,737854.0
11944,0.00044986885774949445,352659.0,739780.0
11945,0.00045330531882551453,355529.0,746520.0
11946,0.00045939378293685494,359552.0,761944.0
11947,0.0004588430067962662,359749.0,763685.0
11948,0.00045529511702128306,357597.0,754722.0
11949,0.00045312957984886427,355079.0,751359.0
11950,0.00045763320949323893,359041.0,763168.0
11951,0.00046308875859446926,362767.0,773438.0
11952,0.00045996111419843244,361586.0,769862.0
11953,0.00046734851857197055,366464.0,785125.0
11954,0.00046748159627530355,367804.0,785941.0
11955,0.00046814953173365917,368188.0,786613.0
11956,0.00046987826840614287,367975.0,793366.0
11957,0.000471982042242565,370122.0,800373.0
11958,0.00047249461425779497,370077.0,801695.0
11959,0.000472555740858369,371116.0,803980.0
11960,0.0004684513443239933,366730.0,804685.0
11961,0.0004640483188763967,364391.0,797737.0
11962,0.00046294867680148717,363749.0,791387.0
11963,0.0004667512607455287,365742.0,800503.0
11964,0.0004669938569415568,366795.0,802023.0
11965,0.0004709728165976712,369297.0,813286.0
11966,0.0004702329300365566,368652.0,811040.0
11967,0.00047167195209173646,370786.0,817272.0
11968,0.0004696471334477224,368119.0,813597.0
11969,0.0004753522828346299,374207.0,824036.0
11970,0.0004737973749325286,371476.0,825292.0
11971,0.00047463722895499854,372419.0,829461.0
11972,0.00047458183297322833,372513.0,830858.0
11973,0.00047127590265885066,369931.0,824600.0
11974,0.00046865382618839474,367889.0,823205.0
11975,0.00046680028937307245,366226.0,820061.0
11976,0.00046441189480272754,364013.0,817111.0
11977,0.0004637025715419,363695.0,817303.0
11978,0.00045274817533069934,355955.0,802644.0
11979,0.00044940722456807613,352810.0,796553.0
11980,0.00044442222294418116,348068.0,791500.0
11981,0.0004421108733599764,346343.0,788756.0
11982,0.0004371729901573572,343333.0,780506.0
11983,0.00043696414093872936,342295.0,781850.0
11984,0.0004333328388233796,339790.0,777908.0
11985,0.00042945894051200174,336721.0,773326.0
11986,0.00042610971218888413,334338.0,767899.0
11987,0.0004188362834559997,329423.0,753865.0
11988,0.00041983277439244055,328980.0,754316.0
11989,0.00041952523118330256,329517.0,755933.0
11990,0.00041810276424911154,327970.0,755333.0
11991,0.00041255743545328815,322712.0,747840.0
11992,0.0004117061201932105,323752.0,747488.0
11993,0.00040495035735893715,318291.0,738942.0
11994,0.00039848048872943186,312535.0,727251.0
11995,0.0003971376137230716,311422.0,726107.0
11996,0.00039388453244877355,308909.0,724561.0
11997,0.000388742257175485,304276.0,715974.0
11998,0.00038784891737751276,303877.0,715740.0
11999,0.00038377508414342404,300801.0,710813.0
12000,0.00037678691287988496,294759.0,701892.0
12001,0.0003650748015157357,286737.0,677949.0
12002,0.0003622738023915162,284443.0,672819.0
12003,0.00036005859985613104,282270.0,670686.0
12004,0.0003584304673804254,280453.0,668427.0
12005,0.0003516600596314312,275342.0,656037.0
12006,0.000350969838433283,274782.0,655565.0
12007,0.0003505897073859634,275213.0,654808.0
12008,0.0003465324292728635,272687.0,649234.0
12009,0.000342413387823767,268335.0,643326.0
12010,0.0003362466052554411,263665.0,635443.0
12011,0.00032928517687965314,257739.0,624918.0
12012,0.0003253450580843201,255773.0,621178.0
12013,0.000318542176828771,250306.0,609760.0
12014,0.0003096176931449656,242799.0,593320.0
12015,0.00030664413872120907,240779.0,589588.0
12016,0.0002961602899873438,232895.0,569588.0
12017,0.000290925051342349,228297.0,561494.0
12018,0.0002873268594689768,224405.0,556439.0
12019,0.00028311485464817395,221363.0,546764.0
12020,0.00027900027034703594,219066.0,539139.0
12021,0.00027713017841072483,217538.0,535527.0
12022,0.00027321489229687504,215194.0,529185.0
12023,0.0002689895160321966,210503.0,520693.0
12024,0.00026710605265200995,209586.0,518592.0
12025,0.0002613493276958681,205196.0,509607.0
12026,0.0002596053093732409,204085.0,504862.0
12027,0.000252149137574057,197221.0,487550.0
12028,0.0002507368584066283,196649.0,485796.0
12029,0.00024561877907940035,192364.0,474641.0
12030,0.00024235742024460787,190311.0,467698.0
12031,0.0002398391316480432,188326.0,465631.0
12032,0.00023755579842243488,186177.0,462782.0
12033,0.00023378186757241245,182736.0,455441.0
12034,0.00023081277029661447,180640.0,449501.0
12035,0.00022532029054087065,176201.0,443301.0
12036,0.00022133878394306564,173253.0,435751.0
12037,0.00021311534595959343,167550.0,419100.0
12038,0.00021098801291253338,166202.0,415415.0
12039,0.0002013274630801493,157666.0,401408.0
12040,0.00019681046199189906,154757.0,392058.0
12041,0.0001908767245882616,149973.0,378367.0
12042,0.00018353707537142197,143617.0,364847.0
12043,0.00018150716284402672,142384.0,360565.0
12044,0.00016944866740995808,133278.0,337684.0
12045,0.00016640316188344258,130334.0,331481.0
12046,0.00016435924117674913,129407.0,328454.0
12047,0.00016058913073926256,126285.0,320024.0
12048,0.00015702914299124915,123120.0,311375.0
12049,0.00015301134247435334,120604.0,306153.0
12050,0.00014978818776491962,117573.0,299724.0
12051,0.00014265102041248137,112219.0,284132.0
12052,0.00014050394856731928,109932.0,279723.0
12053,0.00013682552803069375,107508.0,274955.0
12054,0.00013138335037333896,103130.0,263302.0
12055,0.0001302404102896895,102032.0,260901.0
12056,0.0001231548185064856,96592.0,244399.0
12057,0.00012115164886684148,95286.0,241279.0
12058,0.0001166715784331047,92040.0,231369.0
12059,0.00011621631260591286,90881.0,230504.0
12060,0.00010840738938258315,85119.0,216702.0
12061,0.00010562230864392984,82941.0,211235.0
12062,0.00010228899870637839,80649.0,204223.0
12063,9.988914289842587e-05,78785.0,198881.0
12064,9.839536159689851e-05,77235.0,196273.0
12065,9.746190746729958e-05,76530.0,194459.0
12066,9.612539981516576e-05,75655.0,192406.0
12067,9.350332334470982e-05,73827.0,186802.0
12068,9.031900949605752e-05,71296.0,181008.0
12069,8.894557118941023e-05,69403.0,178347.0
12070,8.638207437783771e-05,68063.0,173955.0
12071,8.305895220704859e-05,64996.0,166414.0
12072,8.155753008044948e-05,64248.0,163264.0
12073,7.941937253120445e-05,62084.0,159293.0
12074,7.800581989293048e-05,61286.0,155035.0
12075,7.55371966593322e-05,59337.0,150300.0
12076,7.418986450501341e-05,58047.0,148357.0
12077,7.208290699147802e-05,56641.0,144442.0
12078,7.07406687205404e-05,55599.0,141341.0
12079,6.857131113558571e-05,54146.0,138829.0
12080,6.42599755888501e-05,50250.0,129623.0
12081,6.230774478301767e-05,49054.0,125363.0
12082,6.070062457625934e-05,47457.0,121397.0
12083,5.890375721355252e-05,46185.0,118834.0
12084,5.760609042220011e-05,44985.0,116725.0
12085,5.3647506299610353e-05,42066.0,108593.0
12086,5.124319334369931e-05,40378.0,103839.0
12087,4.870962309699115e-05,38201.0,99578.0
12088,4.718846217229002e-05,36954.0,96255.0
12089,4.5164280263698605e-05,35597.0,91435.0
12090,4.318594330553769e-05,33760.0,87905.0
12091,4.234863622475829e-05,33118.0,86107.0
12092,4.183797441579625e-05,32978.0,85255.0
12093,3.967816786218125e-05,31487.0,81347.0
12094,3.8667032011019514e-05,30132.0,78913.0
12095,3.774822279614143e-05,29540.0,77054.0
12096,3.696376475544164e-05,29175.0,75426.0
12097,3.574059600853881e-05,28270.0,72793.0
12098,3.463968046278399e-05,27137.0,70760.0
12099,3.1875611993078e-05,24916.0,64577.0
12100,2.9984507787819584e-05,23773.0,60632.0
12101,2.8603428656100555e-05,22552.0,57444.0
12102,2.826468541125292e-05,22165.0,56949.0
12103,2.667794073801926e-05,20750.0,53554.0
12104,2.6225221852518e-05,20253.0,52662.0
12105,2.4203586885617166e-05,18776.0,48078.0
12106,2.3910688591200037e-05,18716.0,47321.0
12107,2.2771568920086466e-05,17786.0,45336.0
12108,2.236978886839688e-05,17671.0,44627.0
12109,2.1603796154953826e-05,17006.0,43176.0
12110,2.0433476448130602e-05,16131.0,40908.0
12111,1.9114797387830878e-05,14913.0,38032.0
12112,1.812212686392587e-05,14090.0,35836.0
12113,1.7624199763416752e-05,13859.0,34605.0
12114,1.6807904951584667e-05,13101.0,32843.0
12115,1.5940034570518262e-05,12560.0,31456.0
12116,1.5142841821365554e-05,12059.0,29751.0
12117,1.4685665787905775e-05,11428.0,28737.0
12118,1.4237404050363039e-05,11318.0,27874.0
12119,1.3733109595627462e-05,10747.0,26607.0
12120,1.3151770154751725e-05,10370.0,25770.0
12121,1.243098565631653e-05,9886.0,24508.0
12122,1.1538282593766933e-05,9001.0,22548.0
12123,1.1086200443688322e-05,8828.0,21662.0
12124,1.0679326508617571e-05,8432.0,21103.0
12125,9.894868467917783e-06,7805.0,19494.0
12126,9.130785960742665e-06,7277.0,17751.0
12127,8.681250752354636e-06,6746.0,16867.0
12128,8.275013552706532e-06,6626.0,16059.0
12129,7.991666289629091e-06,6324.0,15368.0
12130,7.882147796933992e-06,6253.0,15125.0
12131,7.726147618385738e-06,6139.0,14907.0
12132,7.030832536856381e-06,5592.0,13291.0
12133,6.665346404257616e-06,5235.0,12461.0
12134,6.083370227959234e-06,4691.0,11342.0
12135,6.005051770973784e-06,4704.0,11182.0
12136,5.377867379667542e-06,4319.0,9789.0
12137,4.90540969606426e-06,3759.0,8646.0
12138,4.06810261528486e-06,3230.0,7233.0
12139,4.057914848522525e-06,3179.0,7217.0
12140,4.05091075887342e-06,3192.0,7208.0
12141,4.054731171409295e-06,3207.0,7206.0
12142,4.040722992111085e-06,3269.0,7173.0
12143,9.805725508747353e-07,753.0,862.0
12144,9.761154029162138e-07,733.0,815.0
12145,9.805725508747353e-07,810.0,797.0
12146,9.907603176370703e-07,797.0,780.0
12147,9.863031696785487e-07,776.0,768.0
12148,9.971276718635294e-07,770.0,763.0
12149,9.920337884823621e-07,813.0,756.0
12150,9.945807301729457e-07,767.0,746.0
12151,1.0130460574296778e-06,780.0,743.0
12152,1.0181399408108452e-06,837.0,731.0
12153,1.0219603533467209e-06,840.0,729.0
12154,1.010499115739094e-06,805.0,710.0
12155,9.945807301729457e-07,760.0,700.0
12156,9.952174655955916e-07,781.0,674.0
12157,9.945807301729457e-07,807.0,672.0
12158,9.920337884823621e-07,807.0,669.0
12159,9.773888737615056e-07,801.0,649.0
12160,9.786623446067975e-07,804.0,647.0
12161,9.773888737615056e-07,812.0,631.0
12162,9.856664342559028e-07,810.0,625.0
12163,9.850296988332568e-07,749.0,625.0
12164,9.786623446067975e-07,765.0,613.0
12165,9.722949903803382e-07,780.0,609.0
12166,9.780256091841516e-07,761.0,599.0
12167,9.869399051011947e-07,790.0,600.0
12168,9.971276718635294e-07,809.0,582.0
12169,9.996746135541131e-07,747.0,580.0
12170,1.0066787032032184e-06,775.0,576.0
12171,1.000311348976759e-06,801.0,571.0
12172,1.011772586584386e-06,838.0,570.0
12173,1.0092256448938022e-06,750.0,568.0
12174,1.0219603533467209e-06,813.0,574.0
12175,1.0168664699655534e-06,804.0,566.0
12176,1.0073154386258644e-06,866.0,531.0
12177,1.0130460574296778e-06,803.0,529.0
12178,1.0506134473657877e-06,813.0,522.0
12179,1.030874649263764e-06,788.0,512.0
12180,1.0257807658825965e-06,837.0,507.0
12181,1.0270542367278883e-06,837.0,503.0
12182,1.0245072950373046e-06,809.0,503.0
12183,1.0340583263769936e-06,798.0,497.0
12184,1.0493399765204958e-06,846.0,497.0
12185,1.0792665413848548e-06,901.0,494.0
12186,1.0716257163131036e-06,875.0,484.0
12187,1.0716257163131036e-06,810.0,482.0
12188,1.076719599694271e-06,858.0,469.0
12189,1.0830869539207304e-06,880.0,461.0
12190,1.087544101879252e-06,874.0,460.0
12191,1.094548191528357e-06,866.0,461.0
12192,1.077356335116917e-06,821.0,457.0
12193,1.087544101879252e-06,818.0,449.0
12194,1.0964583977962948e-06,843.0,433.0
12195,1.0990053394868785e-06,863.0,422.0
12196,1.1085563708265676e-06,848.0,416.0
12197,1.1091931062492135e-06,917.0,414.0
12198,1.1091931062492135e-06,851.0,411.0
12199,1.0646216266639983e-06,823.0,360.0
12200,1.058254272437539e-06,780.0,340.0
12201,1.0550705953243092e-06,884.0,312.0
12202,1.0512501827884336e-06,854.0,292.0
12203,1.0537971244790174e-06,799.0,287.0
12204,1.0608012141281227e-06,856.0,278.0
12205,1.0620746849734145e-06,835.0,278.0
12206,1.0601644787054767e-06,890.0,279.0
12207,1.0900910435698354e-06,868.0,280.0
12208,1.0881808373018979e-06,831.0,279.0
12209,1.093911456105711e-06,948.0,276.0
12210,1.0926379852604192e-06,915.0,276.0
12211,1.1009155457548163e-06,877.0,273.0
12212,1.114286989630381e-06,862.0,273.0
12213,1.12383802097007e-06,947.0,270.0
12214,1.1257482272380078e-06,893.0,262.0
12215,1.134025787732405e-06,885.0,259.0
12216,1.1372094648456346e-06,890.0,245.0
12217,1.1257482272380078e-06,845.0,244.0
12218,1.1181074021662566e-06,871.0,234.0
12219,1.1085563708265676e-06,841.0,233.0
12220,1.0983686040642326e-06,842.0,228.0
12221,1.1015522811774623e-06,884.0,228.0
12222,1.1117400479397972e-06,873.0,228.0
12223,1.113650254207735e-06,847.0,233.0
12224,1.1588584692155962e-06,961.0,246.0
12225,1.2314463073972325e-06,978.0,261.0
12226,1.2569157243030697e-06,954.0,264.0
12227,1.2588259305710075e-06,975.0,263.0
12228,1.2683769619106965e-06,1060.0,259.0
12229,1.2702871681786344e-06,1003.0,262.0
12230,1.2753810515598018e-06,974.0,256.0
12231,1.2772912578277396e-06,976.0,260.0
12232,1.2804749349409693e-06,967.0,254.0
12233,1.2804749349409693e-06,998.0,254.0
12234,1.2798381995183234e-06,1002.0,254.0
12235,1.2753810515598018e-06,994.0,256.0
12236,1.2798381995183234e-06,1003.0,258.0
12237,1.2690136973333425e-06,1021.0,256.0
12238,1.2677402264880506e-06,971.0,256.0
12239,1.2753810515598018e-06,983.0,254.0
12240,1.2766545224050937e-06,1004.0,253.0
12241,1.2690136973333425e-06,1021.0,255.0
12242,1.2556422534577779e-06,917.0,256.0
12243,1.27410758071451e-06,1018.0,257.0
12244,1.3027606747335768e-06,1081.0,258.0
12245,1.3059443518468065e-06,1062.0,253.0
12246,1.2792014640956774e-06,963.0,251.0
12247,1.2760177869824478e-06,1001.0,247.0
12248,1.2849320828994906e-06,963.0,248.0
12249,1.2887524954353662e-06,1007.0,248.0
12250,1.2932096433938878e-06,1017.0,248.0
12251,1.2893892308580122e-06,940.0,242.0
12252,1.300850468465639e-06,1036.0,244.0
12253,1.3065810872694524e-06,1083.0,245.0
12254,1.310401499805328e-06,1031.0,245.0
12255,1.3237729436808927e-06,1039.0,256.0
12256,1.3275933562167683e-06,1088.0,257.0
12257,1.3282300916394142e-06,1107.0,258.0
12258,1.337781122979103e-06,1043.0,256.0
12259,1.3320505041752896e-06,1034.0,256.0
12260,1.3390545938243949e-06,1033.0,259.0
12261,1.3447852126282083e-06,1045.0,260.0
12262,1.347968889741438e-06,1073.0,262.0
12263,1.3505158314320217e-06,1077.0,266.0
12264,1.3536995085452514e-06,1014.0,268.0
12265,1.3447852126282083e-06,1043.0,265.0
12266,1.3428750063602705e-06,1046.0,260.0
12267,1.3174055894544333e-06,1124.0,252.0
12268,1.2900259662806581e-06,1042.0,246.0
12269,1.2868422891674284e-06,1041.0,250.0
12270,1.2900259662806581e-06,991.0,252.0
12271,1.290662701703304e-06,1029.0,252.0
12272,1.290662701703304e-06,1075.0,253.0
12273,1.301487203888285e-06,1028.0,259.0
12274,1.3053076164241606e-06,1001.0,259.0
12275,1.2893892308580122e-06,985.0,260.0
12276,1.263919813952175e-06,967.0,257.0
12277,1.25373204718984e-06,975.0,255.0
12278,1.2651932847974669e-06,1086.0,259.0
12279,1.2677402264880506e-06,948.0,259.0
12280,1.2677402264880506e-06,964.0,257.0
12281,1.2683769619106965e-06,955.0,257.0
12282,1.2766545224050937e-06,967.0,262.0
12283,1.2760177869824478e-06,987.0,265.0
12284,1.2983035267750553e-06,1063.0,273.0
12285,1.2976667913524093e-06,1019.0,270.0
12286,1.2925729079712419e-06,991.0,269.0
12287,1.2932096433938878e-06,1011.0,270.0
12288,1.3059443518468065e-06,968.0,278.0
12289,1.3148586477638496e-06,997.0,283.0
12290,1.3275933562167683e-06,1003.0,285.0
12291,1.338417858401749e-06,1052.0,288.0
12292,1.3403280646696868e-06,1036.0,289.0
12293,1.3390545938243949e-06,1045.0,288.0
12294,1.3352341812885193e-06,1086.0,289.0
12295,1.330140297907352e-06,1073.0,284.0
12296,1.3409648000923327e-06,1087.0,288.0
12297,1.3326872395979355e-06,1043.0,288.0
12298,1.3409648000923327e-06,1030.0,302.0
12299,1.3556097148131892e-06,1023.0,302.0
12300,1.3613403336170026e-06,1083.0,310.0
12301,1.3613403336170026e-06,1135.0,307.0
12302,1.3543362439678973e-06,1018.0,308.0
12303,1.3441484772055624e-06,1048.0,309.0
12304,1.3435117417829164e-06,1080.0,309.0
12305,1.3454219480508542e-06,1020.0,309.0
12306,1.3135851769185577e-06,1013.0,302.0
12307,1.3193157957223711e-06,1021.0,306.0
12308,1.3403280646696868e-06,1053.0,310.0
12309,1.3562464502358351e-06,1037.0,318.0
12310,1.3645240107302323e-06,1114.0,316.0
12311,1.3791689254510888e-06,1059.0,318.0
12312,1.3798056608737345e-06,1063.0,317.0
12313,1.3817158671416723e-06,1094.0,319.0
12314,1.3791689254510888e-06,1094.0,315.0
12315,1.3403280646696868e-06,1054.0,300.0
12316,1.2626463431068831e-06,989.0,284.0
12317,1.227625894861357e-06,990.0,280.0
12318,1.2359034553557539e-06,961.0,285.0
12319,2.8780441103596124e-06,2286.0,3674.0
12320,2.874223697823737e-06,2230.0,3683.0
12321,2.8754971686690287e-06,2271.0,3689.0
12322,2.8914155542351773e-06,2254.0,3689.0
12323,2.902876791842804e-06,2253.0,3694.0
12324,2.9054237335333874e-06,2223.0,3697.0
12325,2.921342119099536e-06,2277.0,3702.0
12326,2.921342119099536e-06,2277.0,3703.0
12327,3.0015707823529234e-06,2363.0,3703.0
12328,3.014305490805842e-06,2395.0,3703.0
12329,3.013668755383196e-06,2318.0,3701.0
12330,2.9875626030547128e-06,2313.0,3701.0
12331,2.988199338477359e-06,2375.0,3700.0
12332,3.0009340469302776e-06,2406.0,3702.0
12333,3.003480988620861e-06,2317.0,3703.0
12334,2.9945666927038183e-06,2294.0,3705.0
12335,2.974827894601794e-06,2339.0,3699.0
12336,3.0181259033417177e-06,2317.0,3719.0
12337,3.162028108859698e-06,2465.0,3822.0
12338,3.1919546737240572e-06,2627.0,3840.0
12339,3.1894077320334735e-06,2500.0,3854.0
12340,3.200232234218454e-06,2529.0,3859.0
12341,3.2091465301354972e-06,2519.0,3875.0
12342,3.2136036780940186e-06,2553.0,3900.0
12343,3.210420000980789e-06,2499.0,3912.0
12344,3.2155138843619566e-06,2575.0,3922.0
12345,3.2257016511242915e-06,2493.0,3935.0
12346,3.218697561475186e-06,2571.0,3931.0
12347,3.2148771489393104e-06,2541.0,3934.0
12348,3.223154709433708e-06,2561.0,3942.0
12349,3.211056736403435e-06,2507.0,3954.0
12350,3.229522063660167e-06,2492.0,3975.0
12351,3.239073094999856e-06,2582.0,3985.0
12352,3.2428935075357316e-06,2563.0,4000.0
12353,3.2530812742980665e-06,2589.0,4010.0
12354,3.2416200366904397e-06,2571.0,4005.0
12355,3.2588118931018797e-06,2605.0,4025.0
12356,3.2709098661321527e-06,2481.0,4043.0
12357,3.2817343683171334e-06,2637.0,4072.0
12358,3.301473166419157e-06,2636.0,4095.0
12359,3.314844610294722e-06,2676.0,4109.0
12360,3.321848699943827e-06,2652.0,4107.0
12361,3.323758906211765e-06,2631.0,4101.0
12362,3.341587498045851e-06,2574.0,4119.0
12363,3.349228323117602e-06,2538.0,4124.0
12364,3.335220143819392e-06,2527.0,4123.0
12365,3.3301262604382244e-06,2599.0,4127.0
12366,3.3390405563552675e-06,2605.0,4131.0
